File,Class
train25246.aiff,1
train25249.aiff,1
train25250.aiff,1
train25251.aiff,1
train25252.aiff,1
train25253.aiff,1
train25255.aiff,1
train25257.aiff,1
train25262.aiff,1
train25264.aiff,1
train25267.aiff,1
train25269.aiff,1
train25277.aiff,1
train25280.aiff,1
train25291.aiff,1
train25297.aiff,1
train25299.aiff,1
train25300.aiff,1
train25301.aiff,1
train25302.aiff,1
train25303.aiff,1
train25304.aiff,1
train25305.aiff,1
train25312.aiff,1
train25315.aiff,1
train25316.aiff,1
train25317.aiff,1
train25318.aiff,1
train25335.aiff,1
train25336.aiff,1
train25337.aiff,1
train25339.aiff,1
train25340.aiff,1
train25343.aiff,1
train25344.aiff,1
train25345.aiff,1
train25347.aiff,1
train25349.aiff,1
train25350.aiff,1
train25354.aiff,1
train25356.aiff,1
train25357.aiff,1
train25359.aiff,1
train25364.aiff,1
train25376.aiff,1
train25377.aiff,1
train25378.aiff,1
train25381.aiff,1
train25384.aiff,1
train25421.aiff,1
train25423.aiff,1
train25425.aiff,1
train25426.aiff,1
train25427.aiff,1
train25428.aiff,1
train25430.aiff,1
train25434.aiff,1
train25456.aiff,1
train25495.aiff,1
train25496.aiff,1
train25508.aiff,1
train25518.aiff,1
train25519.aiff,1
train25520.aiff,1
train25522.aiff,1
train25523.aiff,1
train25529.aiff,1
train25530.aiff,1
train25531.aiff,1
train25533.aiff,1
train25534.aiff,1
train25543.aiff,1
train25545.aiff,1
train25550.aiff,1
train25555.aiff,1
train25573.aiff,1
train25586.aiff,1
train25588.aiff,1
train25590.aiff,1
train25595.aiff,1
train25596.aiff,1
train25613.aiff,1
train25614.aiff,1
train25622.aiff,1
train25624.aiff,1
train25625.aiff,1
train25626.aiff,1
train25640.aiff,1
train25641.aiff,1
train25647.aiff,1
train25666.aiff,1
train25670.aiff,1
train25673.aiff,1
train25687.aiff,1
train25691.aiff,1
train25698.aiff,1
train25699.aiff,1
train25700.aiff,1
train25701.aiff,1
train25702.aiff,1
train25703.aiff,1
train25704.aiff,1
train25705.aiff,1
train25706.aiff,1
train25707.aiff,1
train25708.aiff,1
train25709.aiff,1
train25710.aiff,1
train25711.aiff,1
train25712.aiff,1
train25713.aiff,1
train25714.aiff,1
train25716.aiff,1
train25718.aiff,1
train25719.aiff,1
train25725.aiff,1
train25727.aiff,1
train25728.aiff,1
train25731.aiff,1
train25732.aiff,1
train25733.aiff,1
train25734.aiff,1
train25735.aiff,1
train25736.aiff,1
train25737.aiff,1
train25738.aiff,1
train25741.aiff,1
train25742.aiff,1
train25744.aiff,1
train25745.aiff,1
train25746.aiff,1
train25756.aiff,1
train25758.aiff,1
train25760.aiff,1
train25761.aiff,1
train25763.aiff,1
train25765.aiff,1
train25766.aiff,1
train25769.aiff,1
train25770.aiff,1
train25771.aiff,1
train25773.aiff,1
train25774.aiff,1
train25775.aiff,1
train25780.aiff,1
train25787.aiff,1
train25788.aiff,1
train25789.aiff,1
train25791.aiff,1
train25793.aiff,1
train25794.aiff,1
train25796.aiff,1
train25798.aiff,1
train25799.aiff,1
train25800.aiff,1
train25802.aiff,1
train25803.aiff,1
train25807.aiff,1
train25812.aiff,1
train25815.aiff,1
train25816.aiff,1
train25817.aiff,1
train25820.aiff,1
train25824.aiff,1
train25826.aiff,1
train25839.aiff,1
train25840.aiff,1
train25841.aiff,1
train25851.aiff,1
train25853.aiff,1
train25855.aiff,1
train25856.aiff,1
train25857.aiff,1
train25858.aiff,1
train25861.aiff,1
train25863.aiff,1
train25864.aiff,1
train25865.aiff,1
train25867.aiff,1
train25869.aiff,1
train25871.aiff,1
train25872.aiff,1
train25879.aiff,1
train25880.aiff,1
train25881.aiff,1
train25882.aiff,1
train25883.aiff,1
train25884.aiff,1
train25886.aiff,1
train25887.aiff,1
train25888.aiff,1
train25891.aiff,1
train25893.aiff,1
train25903.aiff,1
train25905.aiff,1
train25907.aiff,1
train25908.aiff,1
train25912.aiff,1
train25917.aiff,1
train25918.aiff,1
train25919.aiff,1
train25923.aiff,1
train25924.aiff,1
train25926.aiff,1
train25927.aiff,1
train25928.aiff,1
train25929.aiff,1
train25931.aiff,1
train25933.aiff,1
train25934.aiff,1
train25935.aiff,1
train25937.aiff,1
train25938.aiff,1
train25939.aiff,1
train25941.aiff,1
train25942.aiff,1
train25943.aiff,1
train25944.aiff,1
train25946.aiff,1
train25959.aiff,1
train25960.aiff,1
train25961.aiff,1
train25965.aiff,1
train25966.aiff,1
train25970.aiff,1
train25971.aiff,1
train25972.aiff,1
train25973.aiff,1
train25976.aiff,1
train25979.aiff,1
train25980.aiff,1
train25983.aiff,1
train25987.aiff,1
train25989.aiff,1
train25995.aiff,1
train25996.aiff,1
train25997.aiff,1
train25999.aiff,1
train26001.aiff,1
train26002.aiff,1
train26003.aiff,1
train26004.aiff,1
train26005.aiff,1
train26006.aiff,1
train26007.aiff,1
train26009.aiff,1
train26010.aiff,1
train26011.aiff,1
train26012.aiff,1
train26013.aiff,1
train26014.aiff,1
train26015.aiff,1
train26016.aiff,1
train26017.aiff,1
train26018.aiff,1
train26019.aiff,1
train26021.aiff,1
train26022.aiff,1
train26023.aiff,1
train26024.aiff,1
train26026.aiff,1
train26028.aiff,1
train26031.aiff,1
train26033.aiff,1
train26034.aiff,1
train26036.aiff,1
train26037.aiff,1
train26038.aiff,1
train26042.aiff,1
train26043.aiff,1
train26044.aiff,1
train26045.aiff,1
train26047.aiff,1
train26048.aiff,1
train26050.aiff,1
train26055.aiff,1
train26056.aiff,1
train26057.aiff,1
train26059.aiff,1
train26060.aiff,1
train26063.aiff,1
train26068.aiff,1
train26072.aiff,1
train26075.aiff,1
train26076.aiff,1
train26084.aiff,1
train26085.aiff,1
train26086.aiff,1
train26087.aiff,1
train26088.aiff,1
train26089.aiff,1
train26091.aiff,1
train26096.aiff,1
train26097.aiff,1
train26098.aiff,1
train26102.aiff,1
train26103.aiff,1
train26113.aiff,1
train26114.aiff,1
train26115.aiff,1
train26118.aiff,1
train26119.aiff,1
train26125.aiff,1
train26129.aiff,1
train26141.aiff,1
train26143.aiff,1
train26144.aiff,1
train26146.aiff,1
train26147.aiff,1
train26148.aiff,1
train26149.aiff,1
train26150.aiff,1
train26159.aiff,1
train26160.aiff,1
train26161.aiff,1
train26164.aiff,1
train26173.aiff,1
train26176.aiff,1
train26177.aiff,1
train26180.aiff,1
train26183.aiff,1
train26184.aiff,1
train26185.aiff,1
train26186.aiff,1
train26187.aiff,1
train26188.aiff,1
train26189.aiff,1
train26190.aiff,1
train26193.aiff,1
train26194.aiff,1
train26195.aiff,1
train26196.aiff,1
train26198.aiff,1
train26199.aiff,1
train26200.aiff,1
train26206.aiff,1
train26207.aiff,1
train26209.aiff,1
train26213.aiff,1
train26215.aiff,1
train26218.aiff,1
train26220.aiff,1
train26222.aiff,1
train26226.aiff,1
train26229.aiff,1
train26230.aiff,1
train26232.aiff,1
train26233.aiff,1
train26234.aiff,1
train26236.aiff,1
train26237.aiff,1
train26239.aiff,1
train26241.aiff,1
train26244.aiff,1
train26245.aiff,1
train26246.aiff,1
train26247.aiff,1
train26248.aiff,1
train26249.aiff,1
train26250.aiff,1
train26251.aiff,1
train26252.aiff,1
train26253.aiff,1
train26254.aiff,1
train26255.aiff,1
train26256.aiff,1
train26257.aiff,1
train26258.aiff,1
train26259.aiff,1
train26260.aiff,1
train26261.aiff,1
train26262.aiff,1
train26264.aiff,1
train26266.aiff,1
train26267.aiff,1
train26269.aiff,1
train26270.aiff,1
train26271.aiff,1
train26272.aiff,1
train26274.aiff,1
train26275.aiff,1
train26278.aiff,1
train26279.aiff,1
train26280.aiff,1
train26281.aiff,1
train26282.aiff,1
train26285.aiff,1
train26287.aiff,1
train26288.aiff,1
train26293.aiff,1
train26294.aiff,1
train26295.aiff,1
train26296.aiff,1
train26297.aiff,1
train26298.aiff,1
train26300.aiff,1
train26307.aiff,1
train26314.aiff,1
train26315.aiff,1
train26317.aiff,1
train26318.aiff,1
train26319.aiff,1
train26321.aiff,1
train26322.aiff,1
train26323.aiff,1
train26325.aiff,1
train26326.aiff,1
train26327.aiff,1
train26328.aiff,1
train26329.aiff,1
train26330.aiff,1
train26333.aiff,1
train26335.aiff,1
train26336.aiff,1
train26337.aiff,1
train26340.aiff,1
train26341.aiff,1
train26342.aiff,1
train26343.aiff,1
train26344.aiff,1
train26346.aiff,1
train26347.aiff,1
train26348.aiff,1
train26349.aiff,1
train26350.aiff,1
train26351.aiff,1
train26352.aiff,1
train26353.aiff,1
train26354.aiff,1
train26355.aiff,1
train26357.aiff,1
train26359.aiff,1
train26363.aiff,1
train26364.aiff,1
train26365.aiff,1
train26367.aiff,1
train26368.aiff,1
train26370.aiff,1
train26372.aiff,1
train26373.aiff,1
train26375.aiff,1
train26377.aiff,1
train26378.aiff,1
train26380.aiff,1
train26382.aiff,1
train26383.aiff,1
train26385.aiff,1
train26386.aiff,1
train26388.aiff,1
train26390.aiff,1
train26391.aiff,1
train26392.aiff,1
train26393.aiff,1
train26394.aiff,1
train26398.aiff,1
train26399.aiff,1
train26401.aiff,1
train26402.aiff,1
train26403.aiff,1
train26407.aiff,1
train26408.aiff,1
train26410.aiff,1
train26411.aiff,1
train26412.aiff,1
train26413.aiff,1
train26418.aiff,1
train26419.aiff,1
train26422.aiff,1
train26426.aiff,1
train26428.aiff,1
train26431.aiff,1
train26432.aiff,1
train26434.aiff,1
train26435.aiff,1
train26437.aiff,1
train26438.aiff,1
train26439.aiff,1
train26440.aiff,1
train26442.aiff,1
train26443.aiff,1
train26447.aiff,1
train26448.aiff,1
train26449.aiff,1
train26450.aiff,1
train26451.aiff,1
train26453.aiff,1
train26456.aiff,1
train26457.aiff,1
train26458.aiff,1
train26460.aiff,1
train26461.aiff,1
train26462.aiff,1
train26463.aiff,1
train26466.aiff,1
train26467.aiff,1
train26468.aiff,1
train26470.aiff,1
train26471.aiff,1
train26472.aiff,1
train26473.aiff,1
train26474.aiff,1
train26476.aiff,1
train26479.aiff,1
train26480.aiff,1
train26481.aiff,1
train26483.aiff,1
train26484.aiff,1
train26485.aiff,1
train26486.aiff,1
train26487.aiff,1
train26488.aiff,1
train26490.aiff,1
train26491.aiff,1
train26492.aiff,1
train26495.aiff,1
train26497.aiff,1
train26501.aiff,1
train26503.aiff,1
train26504.aiff,1
train26505.aiff,1
train26506.aiff,1
train26508.aiff,1
train26510.aiff,1
train26511.aiff,1
train26512.aiff,1
train26513.aiff,1
train26514.aiff,1
train26517.aiff,1
train26518.aiff,1
train26519.aiff,1
train26520.aiff,1
train26521.aiff,1
train26523.aiff,1
train26524.aiff,1
train26526.aiff,1
train26527.aiff,1
train26529.aiff,1
train26530.aiff,1
train26532.aiff,1
train26534.aiff,1
train26536.aiff,1
train26538.aiff,1
train26539.aiff,1
train26541.aiff,1
train26547.aiff,1
train26550.aiff,1
train26552.aiff,1
train26553.aiff,1
train26554.aiff,1
train26556.aiff,1
train26557.aiff,1
train26558.aiff,1
train26559.aiff,1
train26562.aiff,1
train26563.aiff,1
train26564.aiff,1
train26565.aiff,1
train26566.aiff,1
train26567.aiff,1
train26570.aiff,1
train26571.aiff,1
train26572.aiff,1
train26573.aiff,1
train26574.aiff,1
train26575.aiff,1
train26577.aiff,1
train26579.aiff,1
train26580.aiff,1
train26581.aiff,1
train26583.aiff,1
train26585.aiff,1
train26586.aiff,1
train26587.aiff,1
train26588.aiff,1
train26589.aiff,1
train26590.aiff,1
train26592.aiff,1
train26594.aiff,1
train26595.aiff,1
train26596.aiff,1
train26598.aiff,1
train26599.aiff,1
train26601.aiff,1
train26604.aiff,1
train26605.aiff,1
train26606.aiff,1
train26607.aiff,1
train26608.aiff,1
train26609.aiff,1
train26610.aiff,1
train26611.aiff,1
train26612.aiff,1
train26613.aiff,1
train26614.aiff,1
train26616.aiff,1
train26617.aiff,1
train26622.aiff,1
train26623.aiff,1
train26625.aiff,1
train26626.aiff,1
train26627.aiff,1
train26628.aiff,1
train26629.aiff,1
train26632.aiff,1
train26633.aiff,1
train26634.aiff,1
train26636.aiff,1
train26638.aiff,1
train26640.aiff,1
train26641.aiff,1
train26644.aiff,1
train26645.aiff,1
train26647.aiff,1
train26649.aiff,1
train26650.aiff,1
train26651.aiff,1
train26652.aiff,1
train26653.aiff,1
train26654.aiff,1
train26655.aiff,1
train26656.aiff,1
train26657.aiff,1
train26658.aiff,1
train26659.aiff,1
train26660.aiff,1
train26661.aiff,1
train26662.aiff,1
train26664.aiff,1
train26666.aiff,1
train26667.aiff,1
train26668.aiff,1
train26669.aiff,1
train26670.aiff,1
train26671.aiff,1
train26672.aiff,1
train26673.aiff,1
train26675.aiff,1
train26676.aiff,1
train26677.aiff,1
train26678.aiff,1
train26680.aiff,1
train26681.aiff,1
train26682.aiff,1
train26685.aiff,1
train26687.aiff,1
train26688.aiff,1
train26689.aiff,1
train26690.aiff,1
train26691.aiff,1
train26692.aiff,1
train26694.aiff,1
train26695.aiff,1
train26696.aiff,1
train26699.aiff,1
train26700.aiff,1
train26701.aiff,1
train26702.aiff,1
train26704.aiff,1
train26705.aiff,1
train26706.aiff,1
train26707.aiff,1
train26708.aiff,1
train26709.aiff,1
train26710.aiff,1
train26711.aiff,1
train26712.aiff,1
train26713.aiff,1
train26714.aiff,1
train26715.aiff,1
train26716.aiff,1
train26717.aiff,1
train26719.aiff,1
train26720.aiff,1
train26721.aiff,1
train26722.aiff,1
train26723.aiff,1
train26725.aiff,1
train26727.aiff,1
train26728.aiff,1
train26729.aiff,1
train26731.aiff,1
train26732.aiff,1
train26733.aiff,1
train26734.aiff,1
train26737.aiff,1
train26738.aiff,1
train26739.aiff,1
train26740.aiff,1
train26742.aiff,1
train26743.aiff,1
train26745.aiff,1
train26746.aiff,1
train26747.aiff,1
train26750.aiff,1
train26752.aiff,1
train26753.aiff,1
train26754.aiff,1
train26755.aiff,1
train26756.aiff,1
train26757.aiff,1
train26759.aiff,1
train26760.aiff,1
train26761.aiff,1
train26762.aiff,1
train26764.aiff,1
train26766.aiff,1
train26768.aiff,1
train26769.aiff,1
train26771.aiff,1
train26772.aiff,1
train26773.aiff,1
train26774.aiff,1
train26776.aiff,1
train26777.aiff,1
train26778.aiff,1
train26779.aiff,1
train26780.aiff,1
train26781.aiff,1
train26784.aiff,1
train26785.aiff,1
train26786.aiff,1
train26787.aiff,1
train26788.aiff,1
train26789.aiff,1
train26790.aiff,1
train26791.aiff,1
train26792.aiff,1
train26796.aiff,1
train26797.aiff,1
train26798.aiff,1
train26800.aiff,1
train26801.aiff,1
train26802.aiff,1
train26804.aiff,1
train26805.aiff,1
train26806.aiff,1
train26807.aiff,1
train26808.aiff,1
train26809.aiff,1
train26810.aiff,1
train26812.aiff,1
train26813.aiff,1
train26814.aiff,1
train26815.aiff,1
train26817.aiff,1
train26818.aiff,1
train26819.aiff,1
train26820.aiff,1
train26821.aiff,1
train26822.aiff,1
train26823.aiff,1
train26824.aiff,1
train26825.aiff,1
train26826.aiff,1
train26827.aiff,1
train26829.aiff,1
train26830.aiff,1
train26832.aiff,1
train26833.aiff,1
train26834.aiff,1
train26835.aiff,1
train26843.aiff,1
train26844.aiff,1
train26845.aiff,1
train26846.aiff,1
train26847.aiff,1
train26848.aiff,1
train26851.aiff,1
train26858.aiff,1
train26859.aiff,1
train26860.aiff,1
train26861.aiff,1
train26862.aiff,1
train26863.aiff,1
train26865.aiff,1
train26866.aiff,1
train26869.aiff,1
train26872.aiff,1
train26876.aiff,1
train26880.aiff,1
train26881.aiff,1
train26882.aiff,1
train26885.aiff,1
train26888.aiff,1
train26889.aiff,1
train26891.aiff,1
train26893.aiff,1
train26902.aiff,1
train26903.aiff,1
train26904.aiff,1
train26906.aiff,1
train26910.aiff,1
train26917.aiff,1
train26921.aiff,1
train26923.aiff,1
train26925.aiff,1
train26926.aiff,1
train26927.aiff,1
train26929.aiff,1
train26930.aiff,1
train26934.aiff,1
train26940.aiff,1
train26941.aiff,1
train26942.aiff,1
train26943.aiff,1
train26944.aiff,1
train26945.aiff,1
train26949.aiff,1
train26952.aiff,1
train26953.aiff,1
train26954.aiff,1
train26957.aiff,1
train26958.aiff,1
train26959.aiff,1
train26960.aiff,1
train26962.aiff,1
train26963.aiff,1
train26964.aiff,1
train26965.aiff,1
train26967.aiff,1
train26968.aiff,1
train26969.aiff,1
train26970.aiff,1
train26971.aiff,1
train26972.aiff,1
train26973.aiff,1
train26980.aiff,1
train26986.aiff,1
train26987.aiff,1
train26992.aiff,1
train26993.aiff,1
train26996.aiff,1
train26997.aiff,1
train27001.aiff,1
train27006.aiff,1
train27011.aiff,1
train27012.aiff,1
train27016.aiff,1
train27018.aiff,1
train27027.aiff,1
train27031.aiff,1
train27033.aiff,1
train27034.aiff,1
train27035.aiff,1
train27036.aiff,1
train27039.aiff,1
train27041.aiff,1
train27042.aiff,1
train27043.aiff,1
train27044.aiff,1
train27045.aiff,1
train27046.aiff,1
train27047.aiff,1
train27048.aiff,1
train27049.aiff,1
train27051.aiff,1
train27053.aiff,1
train27056.aiff,1
train27057.aiff,1
train27058.aiff,1
train27059.aiff,1
train27060.aiff,1
train27061.aiff,1
train27064.aiff,1
train27065.aiff,1
train27075.aiff,1
train27076.aiff,1
train27082.aiff,1
train27093.aiff,1
train27094.aiff,1
train27132.aiff,1
train27133.aiff,1
train27140.aiff,1
train27141.aiff,1
train27151.aiff,1
train27154.aiff,1
train27298.aiff,1
train27315.aiff,1
train27316.aiff,1
train27318.aiff,1
train27339.aiff,1
train27347.aiff,1
train27397.aiff,1
train27492.aiff,1
train27540.aiff,1
train27541.aiff,1
train27751.aiff,1
train27835.aiff,1
train27836.aiff,1
train27930.aiff,1
train27931.aiff,1
train27933.aiff,1
train27950.aiff,1
train27951.aiff,1
train27952.aiff,1
train27972.aiff,1
train27981.aiff,1
train27982.aiff,1
train27996.aiff,1
train27998.aiff,1
train28001.aiff,1
train28071.aiff,1
train28076.aiff,1
train28087.aiff,1
train28088.aiff,1
train28089.aiff,1
train28218.aiff,1
train28222.aiff,1
train28224.aiff,1
train28266.aiff,1
train28267.aiff,1
train28331.aiff,1
train28352.aiff,1
train28378.aiff,1
train28418.aiff,1
train28426.aiff,1
train28472.aiff,1
train28479.aiff,1
train28480.aiff,1
train28481.aiff,1
train28483.aiff,1
train28484.aiff,1
train28522.aiff,1
train28535.aiff,1
train28536.aiff,1
train28539.aiff,1
train28547.aiff,1
train28548.aiff,1
train28550.aiff,1
train28551.aiff,1
train28555.aiff,1
train28563.aiff,1
train28573.aiff,1
train28590.aiff,1
train28610.aiff,1
train28613.aiff,1
train28619.aiff,1
train28624.aiff,1
train28636.aiff,1
train28637.aiff,1
train28658.aiff,1
train28829.aiff,1
train28830.aiff,1
train28831.aiff,1
train28832.aiff,1
train28836.aiff,1
train28837.aiff,1
train28849.aiff,1
train28850.aiff,1
train28851.aiff,1
train28852.aiff,1
train28860.aiff,1
train28879.aiff,1
train28885.aiff,1
train28909.aiff,1
train28923.aiff,1
train28926.aiff,1
train29023.aiff,1
train29091.aiff,1
train29100.aiff,1
train29117.aiff,1
train29127.aiff,1
train29129.aiff,1
train29130.aiff,1
train29140.aiff,1
train29175.aiff,1
train29176.aiff,1
train29181.aiff,1
train29182.aiff,1
train29197.aiff,1
train29293.aiff,1
train29296.aiff,1
train29297.aiff,1
train29299.aiff,1
train29302.aiff,1
train29358.aiff,1
train29361.aiff,1
train29397.aiff,1
train29437.aiff,1
train29438.aiff,1
train29447.aiff,1
train29478.aiff,1
train29504.aiff,1
train29509.aiff,1
train29510.aiff,1
train29517.aiff,1
train29518.aiff,1
train29549.aiff,1
train29550.aiff,1
train29551.aiff,1
train29561.aiff,1
train29563.aiff,1
train29587.aiff,1
train29595.aiff,1
train29596.aiff,1
train29645.aiff,1
train29646.aiff,1
train29647.aiff,1
train29653.aiff,1
train29658.aiff,1
train29661.aiff,1
train29664.aiff,1
train29666.aiff,1
train29668.aiff,1
train29672.aiff,1
train29673.aiff,1
train29674.aiff,1
train29679.aiff,1
train29687.aiff,1
train29695.aiff,1
train29732.aiff,1
train29736.aiff,1
train29738.aiff,1
train29771.aiff,1
train29772.aiff,1
train29774.aiff,1
train29775.aiff,1
train29776.aiff,1
train29782.aiff,1
train29783.aiff,1
train29786.aiff,1
train29794.aiff,1
train29796.aiff,1
train29799.aiff,1
train29800.aiff,1
train29803.aiff,1
train29804.aiff,1
train29805.aiff,1
train29806.aiff,1
train29807.aiff,1
train29808.aiff,1
train29809.aiff,1
train29814.aiff,1
train29815.aiff,1
train29816.aiff,1
train29817.aiff,1
train29818.aiff,1
train29819.aiff,1
train29820.aiff,1
train29821.aiff,1
train29822.aiff,1
train29824.aiff,1
train29825.aiff,1
train29826.aiff,1
train29827.aiff,1
train29831.aiff,1
train29832.aiff,1
train29833.aiff,1
train29838.aiff,1
train29839.aiff,1
train29843.aiff,1
train29845.aiff,1
train29846.aiff,1
train29848.aiff,1
train29849.aiff,1
train29854.aiff,1
train29856.aiff,1
train29860.aiff,1
train29862.aiff,1
train29874.aiff,1
train29875.aiff,1
train29876.aiff,1
train29880.aiff,1
train29890.aiff,1
train29897.aiff,1
train29898.aiff,1
train29899.aiff,1
train29900.aiff,1
train29901.aiff,1
train29902.aiff,1
train29904.aiff,1
train29905.aiff,1
train29907.aiff,1
train29908.aiff,1
train29909.aiff,1
train29910.aiff,1
train29922.aiff,1
train29923.aiff,1
train29927.aiff,1
train29930.aiff,1
train29934.aiff,1
train29935.aiff,1
train29936.aiff,1
train29941.aiff,1
train29942.aiff,1
train29944.aiff,1
train29945.aiff,1
train29946.aiff,1
train29947.aiff,1
train29951.aiff,1
train29957.aiff,1
train29959.aiff,1
train29960.aiff,1
train29962.aiff,1
train29963.aiff,1
train29964.aiff,1
train29966.aiff,1
train29967.aiff,1
train29969.aiff,1
train29971.aiff,1
train29972.aiff,1
train29980.aiff,1
train29981.aiff,1
train29991.aiff,1
train2.aiff,0
train3.aiff,0
train8.aiff,0
train10.aiff,0
train11.aiff,0
train13.aiff,0
train15.aiff,0
train16.aiff,0
train18.aiff,0
train19.aiff,0
train20.aiff,0
train22.aiff,0
train23.aiff,0
train24.aiff,0
train25.aiff,0
train26.aiff,0
train27.aiff,0
train29.aiff,0
train30.aiff,0
train33.aiff,0
train34.aiff,0
train35.aiff,0
train36.aiff,0
train37.aiff,0
train38.aiff,0
train40.aiff,0
train41.aiff,0
train43.aiff,0
train44.aiff,0
train45.aiff,0
train46.aiff,0
train47.aiff,0
train48.aiff,0
train49.aiff,0
train50.aiff,0
train52.aiff,0
train53.aiff,0
train56.aiff,0
train57.aiff,0
train58.aiff,0
train61.aiff,0
train62.aiff,0
train63.aiff,0
train66.aiff,0
train67.aiff,0
train68.aiff,0
train69.aiff,0
train70.aiff,0
train71.aiff,0
train72.aiff,0
train85.aiff,0
train87.aiff,0
train88.aiff,0
train90.aiff,0
train91.aiff,0
train92.aiff,0
train93.aiff,0
train95.aiff,0
train96.aiff,0
train97.aiff,0
train98.aiff,0
train99.aiff,0
train100.aiff,0
train101.aiff,0
train103.aiff,0
train104.aiff,0
train105.aiff,0
train106.aiff,0
train107.aiff,0
train108.aiff,0
train109.aiff,0
train110.aiff,0
train111.aiff,0
train112.aiff,0
train113.aiff,0
train114.aiff,0
train115.aiff,0
train116.aiff,0
train117.aiff,0
train120.aiff,0
train121.aiff,0
train122.aiff,0
train123.aiff,0
train124.aiff,0
train125.aiff,0
train126.aiff,0
train127.aiff,0
train128.aiff,0
train129.aiff,0
train131.aiff,0
train132.aiff,0
train134.aiff,0
train135.aiff,0
train136.aiff,0
train137.aiff,0
train138.aiff,0
train139.aiff,0
train140.aiff,0
train141.aiff,0
train143.aiff,0
train144.aiff,0
train145.aiff,0
train146.aiff,0
train147.aiff,0
train148.aiff,0
train149.aiff,0
train150.aiff,0
train151.aiff,0
train152.aiff,0
train153.aiff,0
train154.aiff,0
train155.aiff,0
train156.aiff,0
train157.aiff,0
train158.aiff,0
train159.aiff,0
train160.aiff,0
train162.aiff,0
train163.aiff,0
train165.aiff,0
train169.aiff,0
train170.aiff,0
train171.aiff,0
train172.aiff,0
train173.aiff,0
train174.aiff,0
train177.aiff,0
train178.aiff,0
train179.aiff,0
train182.aiff,0
train183.aiff,0
train185.aiff,0
train186.aiff,0
train187.aiff,0
train188.aiff,0
train189.aiff,0
train190.aiff,0
train192.aiff,0
train193.aiff,0
train194.aiff,0
train195.aiff,0
train196.aiff,0
train197.aiff,0
train198.aiff,0
train199.aiff,0
train200.aiff,0
train201.aiff,0
train202.aiff,0
train203.aiff,0
train204.aiff,0
train205.aiff,0
train206.aiff,0
train208.aiff,0
train209.aiff,0
train210.aiff,0
train212.aiff,0
train213.aiff,0
train215.aiff,0
train216.aiff,0
train217.aiff,0
train218.aiff,0
train219.aiff,0
train220.aiff,0
train221.aiff,0
train222.aiff,0
train223.aiff,0
train224.aiff,0
train225.aiff,0
train232.aiff,0
train233.aiff,0
train234.aiff,0
train236.aiff,0
train237.aiff,0
train239.aiff,0
train240.aiff,0
train241.aiff,0
train243.aiff,0
train244.aiff,0
train245.aiff,0
train246.aiff,0
train248.aiff,0
train250.aiff,0
train251.aiff,0
train252.aiff,0
train255.aiff,0
train256.aiff,0
train257.aiff,0
train258.aiff,0
train259.aiff,0
train260.aiff,0
train262.aiff,0
train263.aiff,0
train265.aiff,0
train267.aiff,0
train268.aiff,0
train270.aiff,0
train271.aiff,0
train272.aiff,0
train274.aiff,0
train275.aiff,0
train276.aiff,0
train277.aiff,0
train279.aiff,0
train281.aiff,0
train282.aiff,0
train283.aiff,0
train284.aiff,0
train285.aiff,0
train286.aiff,0
train287.aiff,0
train288.aiff,0
train289.aiff,0
train292.aiff,0
train293.aiff,0
train294.aiff,0
train295.aiff,0
train296.aiff,0
train298.aiff,0
train299.aiff,0
train301.aiff,0
train303.aiff,0
train304.aiff,0
train306.aiff,0
train307.aiff,0
train308.aiff,0
train309.aiff,0
train312.aiff,0
train313.aiff,0
train314.aiff,0
train315.aiff,0
train316.aiff,0
train317.aiff,0
train318.aiff,0
train319.aiff,0
train320.aiff,0
train321.aiff,0
train322.aiff,0
train324.aiff,0
train325.aiff,0
train326.aiff,0
train328.aiff,0
train329.aiff,0
train330.aiff,0
train331.aiff,0
train333.aiff,0
train334.aiff,0
train335.aiff,0
train336.aiff,0
train338.aiff,0
train339.aiff,0
train340.aiff,0
train341.aiff,0
train342.aiff,0
train343.aiff,0
train344.aiff,0
train345.aiff,0
train346.aiff,0
train347.aiff,0
train348.aiff,0
train354.aiff,0
train356.aiff,0
train357.aiff,0
train358.aiff,0
train359.aiff,0
train360.aiff,0
train361.aiff,0
train362.aiff,0
train363.aiff,0
train364.aiff,0
train367.aiff,0
train368.aiff,0
train370.aiff,0
train371.aiff,0
train372.aiff,0
train374.aiff,0
train376.aiff,0
train377.aiff,0
train381.aiff,0
train382.aiff,0
train384.aiff,0
train385.aiff,0
train387.aiff,0
train388.aiff,0
train389.aiff,0
train390.aiff,0
train392.aiff,0
train393.aiff,0
train394.aiff,0
train395.aiff,0
train396.aiff,0
train397.aiff,0
train398.aiff,0
train399.aiff,0
train400.aiff,0
train402.aiff,0
train403.aiff,0
train406.aiff,0
train410.aiff,0
train411.aiff,0
train412.aiff,0
train413.aiff,0
train414.aiff,0
train415.aiff,0
train416.aiff,0
train417.aiff,0
train422.aiff,0
train423.aiff,0
train424.aiff,0
train425.aiff,0
train426.aiff,0
train427.aiff,0
train428.aiff,0
train430.aiff,0
train431.aiff,0
train432.aiff,0
train433.aiff,0
train435.aiff,0
train436.aiff,0
train437.aiff,0
train438.aiff,0
train439.aiff,0
train440.aiff,0
train441.aiff,0
train442.aiff,0
train443.aiff,0
train444.aiff,0
train445.aiff,0
train446.aiff,0
